user_id,timestamp,song,artist,session_id,duration
999,2024-01-23 12:45:00,Comfortably Numb,Queen,5377,8.08
842,2025-12-26 09:43:00,Comfortably Numb,Nirvana,7530,3.17
714,2024-12-28 18:03:00,Hey Jude,The Beatles,7562,5.43
425,2025-06-07 12:06:00,Billie Jean,The Beatles,4902,6.27
216,2024-09-30 15:00:00,Back in Black,Pink Floyd,9811,9.38
11,2025-09-02 17:27:00,Billie Jean,AC/DC,1112,7.03
29,2025-02-05 03:18:00,Hey Jude,Queen,2441,7.28
773,2024-05-12 06:48:00,Smells Like Teen Spirit,U2,2790,2.78
661,2025-11-22 05:20:00,Back in Black,The Beatles,4930,3.33
196,2025-09-23 02:08:00,Comfortably Numb,Michael Jackson,8087,5.63
639,2024-09-14 20:51:00,Bohemian Rhapsody,Eagles,8703,5.32
695,2024-03-31 21:17:00,Hey Jude,Queen,6056,9.72
919,2025-01-12 23:38:00,Back in Black,Led Zeppelin,3695,6.95
640,2024-01-20 09:08:00,Billie Jean,AC/DC,7065,9.66
780,2025-11-10 21:14:00,Bohemian Rhapsody,Eagles,7345,9.28
985,2025-10-25 05:47:00,Hey Jude,Pink Floyd,2888,7.15
829,2025-09-13 09:52:00,Comfortably Numb,Led Zeppelin,7290,8.8
815,2025-08-02 08:16:00,Hey Jude,Led Zeppelin,4324,5.43
65,2025-03-11 13:09:00,Stairway to Heaven,AC/DC,5291,7.62
869,2025-11-03 21:29:00,Back in Black,Nirvana,4362,6.1
222,2024-06-28 14:47:00,With or Without You,Nirvana,4677,5.11
920,2024-04-08 05:24:00,With or Without You,Michael Jackson,2671,7.6
272,2024-02-21 08:01:00,Billie Jean,Madonna,1613,8.53
406,2025-12-09 08:50:00,With or Without You,U2,9674,3.41
69,2025-05-05 22:49:00,Back in Black,Nirvana,6682,6.83
916,2024-09-19 21:24:00,Stairway to Heaven,AC/DC,4306,8.85
278,2024-06-17 21:10:00,Like a Prayer,U2,9495,5.4
183,2024-01-14 13:32:00,Stairway to Heaven,Pink Floyd,5757,4.16
807,2025-01-23 23:38:00,Comfortably Numb,The Beatles,3005,3.83
483,2025-09-30 11:20:00,Hey Jude,U2,9529,3.37
424,2024-01-27 10:31:00,Back in Black,Eagles,4871,3.47
743,2024-10-31 19:11:00,Back in Black,Pink Floyd,3040,3.51
381,2024-01-23 02:59:00,Hey Jude,AC/DC,9771,7.76
548,2025-12-10 01:16:00,Billie Jean,Pink Floyd,9357,9.7
162,2025-06-23 21:24:00,Comfortably Numb,Eagles,5574,8.66
131,2024-06-10 12:46:00,Like a Prayer,Michael Jackson,5216,7.06
13,2024-11-09 12:43:00,Stairway to Heaven,Pink Floyd,6179,3.77
956,2025-02-07 19:03:00,Hey Jude,AC/DC,7043,4.58
334,2024-02-05 08:38:00,Like a Prayer,Led Zeppelin,1112,3.74
769,2024-10-19 22:27:00,Hey Jude,Madonna,8083,4.01
358,2024-05-28 08:05:00,With or Without You,U2,1090,8.44
663,2024-11-17 23:18:00,Stairway to Heaven,Led Zeppelin,3583,3.03
317,2025-06-06 05:57:00,Hotel California,U2,3685,5.9
444,2025-11-24 08:48:00,With or Without You,Eagles,6911,4.09
781,2024-03-20 20:25:00,Smells Like Teen Spirit,Queen,2606,2.64
362,2024-01-27 23:56:00,With or Without You,Michael Jackson,7380,5.96
495,2025-02-20 06:15:00,Like a Prayer,Pink Floyd,7605,6.92
756,2024-01-02 02:29:00,Bohemian Rhapsody,Eagles,1524,6.9
606,2025-07-19 23:33:00,Back in Black,Pink Floyd,2693,2.96
87,2025-07-17 06:31:00,Hey Jude,Queen,5554,7.83
592,2024-05-28 04:23:00,With or Without You,Led Zeppelin,8221,8.27
37,2024-07-03 04:42:00,Hotel California,AC/DC,5997,3.49
615,2024-03-22 08:20:00,Back in Black,Madonna,9863,5.47
259,2024-07-25 13:20:00,Back in Black,The Beatles,8386,3.32
974,2024-11-26 19:59:00,Back in Black,Queen,8447,5.06
985,2024-02-14 18:01:00,Smells Like Teen Spirit,AC/DC,6494,6.47
728,2024-03-17 22:10:00,Back in Black,Eagles,2414,3.02
134,2025-06-16 11:20:00,Smells Like Teen Spirit,AC/DC,8850,6.74
230,2025-10-12 19:25:00,Comfortably Numb,Led Zeppelin,5355,8.92
299,2024-05-14 13:15:00,Bohemian Rhapsody,Michael Jackson,7134,9.74
302,2025-10-31 19:06:00,Like a Prayer,U2,4507,3.05
275,2024-01-10 11:25:00,Hey Jude,Eagles,2656,5.74
573,2025-12-02 03:09:00,Back in Black,Nirvana,9184,3.63
718,2025-02-09 06:47:00,Hotel California,Pink Floyd,8129,2.93
130,2024-06-08 20:48:00,Comfortably Numb,Nirvana,3328,8.9
462,2024-05-14 21:13:00,Back in Black,Queen,1344,5.74
896,2024-02-18 02:44:00,Stairway to Heaven,The Beatles,7344,4.94
688,2024-08-31 09:15:00,Back in Black,Michael Jackson,5468,6.88
829,2024-09-01 13:01:00,Hotel California,The Beatles,8366,2.9
950,2024-03-08 03:30:00,Smells Like Teen Spirit,Eagles,7903,9.25
137,2025-06-11 07:46:00,Stairway to Heaven,Madonna,8925,5.26
192,2025-07-14 15:51:00,Smells Like Teen Spirit,The Beatles,5636,9.95
40,2025-02-26 03:35:00,Bohemian Rhapsody,Madonna,1192,7.69
918,2025-02-13 18:59:00,Billie Jean,Eagles,7820,7.69
251,2025-08-17 08:47:00,Hotel California,Pink Floyd,3976,7.8
23,2024-11-22 22:02:00,With or Without You,AC/DC,1810,2.63
441,2025-07-03 02:06:00,With or Without You,The Beatles,6007,2.97
14,2025-03-19 21:20:00,Bohemian Rhapsody,The Beatles,2951,5.85
788,2024-10-20 00:22:00,With or Without You,Michael Jackson,3880,6.04
535,2024-12-08 06:46:00,Hey Jude,U2,9053,6.0
393,2025-09-27 00:41:00,Back in Black,Queen,3657,7.83
52,2025-08-27 03:58:00,Comfortably Numb,Michael Jackson,4677,6.27
719,2025-07-24 09:15:00,Stairway to Heaven,Led Zeppelin,6590,5.55
424,2025-06-17 19:01:00,Smells Like Teen Spirit,AC/DC,1445,5.22
363,2024-06-20 14:46:00,Like a Prayer,Nirvana,5933,5.41
173,2024-12-28 17:21:00,With or Without You,Michael Jackson,7478,5.45
41,2025-11-23 02:40:00,Like a Prayer,Madonna,6617,4.87
306,2024-02-14 22:28:00,Billie Jean,Eagles,1705,8.9
162,2024-02-21 04:36:00,Billie Jean,Nirvana,9991,4.12
506,2025-11-02 10:22:00,Comfortably Numb,Pink Floyd,9577,4.58
181,2025-09-01 05:00:00,Smells Like Teen Spirit,U2,6639,6.55
98,2025-01-02 05:25:00,With or Without You,Pink Floyd,6851,5.82
280,2025-02-07 01:51:00,Back in Black,AC/DC,7643,5.82
144,2024-05-31 04:24:00,Billie Jean,U2,7218,4.84
329,2025-05-12 08:56:00,Smells Like Teen Spirit,U2,5552,7.49
350,2025-05-06 06:41:00,Like a Prayer,AC/DC,7185,3.82
589,2024-11-29 07:45:00,Hey Jude,Madonna,1347,7.61
16,2025-03-13 09:28:00,With or Without You,Eagles,6203,4.73
329,2024-07-24 07:49:00,Bohemian Rhapsody,Pink Floyd,9442,5.26
251,2025-01-04 18:35:00,Smells Like Teen Spirit,Led Zeppelin,8266,3.31
189,2025-10-17 22:25:00,Like a Prayer,Madonna,6640,6.85
919,2025-08-06 20:18:00,Hey Jude,Pink Floyd,2044,9.76
819,2024-07-31 19:11:00,Stairway to Heaven,AC/DC,2702,5.36
309,2024-01-24 12:30:00,Comfortably Numb,Michael Jackson,6992,6.39
626,2024-09-21 01:19:00,Smells Like Teen Spirit,Queen,7252,8.56
66,2025-10-25 17:03:00,Like a Prayer,The Beatles,2506,5.43
615,2024-07-02 01:04:00,Hey Jude,AC/DC,1361,8.61
476,2025-09-23 22:18:00,With or Without You,Nirvana,9623,2.9
507,2024-05-23 22:05:00,Back in Black,Michael Jackson,9142,5.12
67,2025-02-13 18:18:00,Like a Prayer,Madonna,5886,9.61
796,2024-04-13 12:24:00,Hotel California,Eagles,9767,9.82
550,2025-03-27 09:10:00,With or Without You,AC/DC,9785,3.78
341,2025-07-25 18:23:00,Stairway to Heaven,Michael Jackson,3767,5.35
470,2025-03-02 17:07:00,Smells Like Teen Spirit,Madonna,2152,3.42
413,2024-06-01 05:06:00,Back in Black,Nirvana,1893,9.65
768,2024-07-17 19:06:00,Hey Jude,Eagles,5537,5.66
783,2024-06-28 15:09:00,Like a Prayer,Queen,7354,5.38
415,2024-04-14 04:18:00,Bohemian Rhapsody,Queen,8107,7.36
636,2024-10-27 12:45:00,Like a Prayer,Eagles,2366,6.56
781,2024-11-27 09:27:00,Bohemian Rhapsody,Madonna,3993,4.36
117,2024-06-13 18:34:00,Smells Like Teen Spirit,AC/DC,8283,2.87
697,2025-08-21 01:56:00,Bohemian Rhapsody,Michael Jackson,2594,7.97
65,2024-06-07 16:16:00,Stairway to Heaven,AC/DC,4970,5.89
694,2025-09-18 03:14:00,Hey Jude,Eagles,2737,5.0
200,2024-08-09 15:49:00,Like a Prayer,Pink Floyd,3214,6.2
826,2024-10-31 08:25:00,With or Without You,Led Zeppelin,2519,8.1
918,2025-07-22 22:43:00,Smells Like Teen Spirit,AC/DC,8467,2.67
626,2025-04-04 05:52:00,Bohemian Rhapsody,U2,1586,7.37
957,2025-05-03 05:48:00,Stairway to Heaven,Pink Floyd,4631,6.03
509,2025-11-27 13:34:00,Smells Like Teen Spirit,Nirvana,6059,4.14
495,2025-07-20 01:56:00,Smells Like Teen Spirit,AC/DC,4547,7.22
601,2024-04-12 02:51:00,Stairway to Heaven,The Beatles,8200,8.44
462,2024-07-20 08:37:00,Smells Like Teen Spirit,Queen,5817,8.14
468,2025-06-22 05:19:00,Hey Jude,Pink Floyd,5778,3.92
945,2025-10-02 15:49:00,Bohemian Rhapsody,Led Zeppelin,6830,9.2
924,2025-09-25 10:32:00,Hey Jude,Pink Floyd,4033,9.36
628,2025-10-11 12:47:00,Back in Black,Eagles,2868,7.95
623,2025-05-14 13:10:00,Smells Like Teen Spirit,U2,5669,7.48
514,2025-06-23 09:25:00,Hey Jude,Michael Jackson,9947,3.34
8,2024-09-17 18:28:00,Smells Like Teen Spirit,Michael Jackson,7871,4.73
123,2025-06-18 13:35:00,Back in Black,U2,2979,6.49
691,2025-05-08 17:37:00,Comfortably Numb,Nirvana,9599,6.43
695,2025-11-17 11:18:00,Comfortably Numb,Queen,4152,8.85
420,2025-12-21 11:50:00,Billie Jean,Led Zeppelin,1958,4.16
299,2024-10-24 16:41:00,With or Without You,U2,4108,8.58
194,2024-10-03 08:37:00,Like a Prayer,The Beatles,3384,7.3
844,2025-02-27 10:38:00,Smells Like Teen Spirit,Pink Floyd,2680,7.7
396,2025-11-06 22:53:00,Hotel California,Led Zeppelin,8533,2.65
635,2025-04-25 15:14:00,With or Without You,The Beatles,8077,8.51
809,2024-11-15 21:23:00,Stairway to Heaven,Michael Jackson,9948,5.67
324,2025-07-29 19:37:00,Bohemian Rhapsody,Nirvana,7013,3.96
741,2025-11-15 07:29:00,Hotel California,U2,3774,9.34
471,2025-02-07 16:49:00,Like a Prayer,U2,9857,4.79
745,2025-01-18 19:29:00,Stairway to Heaven,AC/DC,9260,9.87
518,2024-04-10 10:39:00,Back in Black,The Beatles,8875,5.55
140,2024-04-19 16:44:00,Bohemian Rhapsody,AC/DC,6918,3.77
394,2024-05-24 17:31:00,Smells Like Teen Spirit,Eagles,4234,6.75
152,2025-11-19 14:18:00,Like a Prayer,U2,5013,2.56
39,2024-07-07 04:39:00,Hotel California,Eagles,7591,6.05
275,2025-03-08 20:04:00,Billie Jean,AC/DC,7820,7.8
909,2024-01-30 20:06:00,Hotel California,Queen,6363,8.22
116,2025-01-31 15:18:00,Hey Jude,U2,3321,8.4
252,2025-10-28 14:49:00,Bohemian Rhapsody,Queen,9498,2.96
575,2025-09-16 12:53:00,Hey Jude,Led Zeppelin,6454,7.57
22,2024-06-03 15:09:00,Stairway to Heaven,Eagles,8400,6.45
368,2025-08-31 03:20:00,Like a Prayer,Eagles,8269,6.35
564,2024-12-20 00:51:00,Hey Jude,Eagles,2876,4.75
971,2025-02-21 16:48:00,Comfortably Numb,Eagles,2599,8.12
906,2025-09-26 06:52:00,Bohemian Rhapsody,Pink Floyd,2369,3.3
872,2024-10-08 00:03:00,Smells Like Teen Spirit,AC/DC,9227,8.34
219,2024-04-06 16:52:00,With or Without You,Pink Floyd,2024,7.91
441,2024-03-30 10:55:00,Back in Black,Nirvana,9769,7.67
423,2025-08-20 19:04:00,Hey Jude,Michael Jackson,1658,4.05
258,2025-06-13 06:02:00,Stairway to Heaven,Eagles,6326,4.31
651,2024-06-18 18:31:00,Smells Like Teen Spirit,The Beatles,7915,9.91
759,2025-05-15 22:47:00,Hotel California,Pink Floyd,7022,3.68
600,2024-01-03 07:05:00,Comfortably Numb,AC/DC,4133,8.67
84,2024-06-21 19:07:00,Back in Black,Queen,4553,7.46
368,2025-05-14 19:12:00,Bohemian Rhapsody,AC/DC,6048,9.99
801,2025-12-02 03:54:00,Like a Prayer,Queen,7720,2.78
243,2024-04-15 06:05:00,Back in Black,Pink Floyd,2753,5.52
899,2024-03-16 18:34:00,Comfortably Numb,AC/DC,5443,7.98
380,2024-04-21 03:52:00,Comfortably Numb,Led Zeppelin,5197,6.07
764,2025-11-23 15:57:00,Hey Jude,U2,2431,5.3
930,2025-11-10 03:18:00,Smells Like Teen Spirit,Pink Floyd,3960,9.53
447,2025-02-22 22:17:00,Back in Black,Nirvana,3635,6.32
494,2024-02-06 16:59:00,Hey Jude,Nirvana,4761,4.82
190,2024-01-29 23:33:00,Hey Jude,Eagles,7478,9.37
203,2024-05-04 10:15:00,Smells Like Teen Spirit,Pink Floyd,1475,8.01
252,2024-05-25 06:25:00,Like a Prayer,Pink Floyd,2707,9.56
871,2024-05-28 10:19:00,Stairway to Heaven,AC/DC,2656,8.07
494,2025-06-07 02:59:00,Like a Prayer,U2,8704,4.45
610,2025-07-20 04:53:00,Smells Like Teen Spirit,Eagles,7699,3.51
216,2025-03-07 13:52:00,Billie Jean,Led Zeppelin,3114,8.6
463,2025-05-01 05:35:00,Back in Black,AC/DC,2851,5.45
246,2024-07-04 23:22:00,Comfortably Numb,Led Zeppelin,5313,8.77
599,2025-05-02 18:17:00,Smells Like Teen Spirit,AC/DC,9684,6.75
51,2024-10-18 17:17:00,Hotel California,Madonna,4626,6.29
838,2025-08-19 03:33:00,Hotel California,Nirvana,5186,8.27
289,2025-09-27 17:19:00,Like a Prayer,U2,5044,8.42
552,2025-03-17 19:14:00,Hey Jude,The Beatles,8722,6.16
284,2024-05-14 04:26:00,Like a Prayer,Eagles,6529,8.28
809,2024-10-14 17:46:00,Bohemian Rhapsody,Pink Floyd,7124,7.62
12,2025-10-07 23:49:00,Hotel California,Michael Jackson,6428,6.09
709,2024-04-24 04:56:00,Smells Like Teen Spirit,AC/DC,2088,5.33
74,2025-06-16 16:38:00,Comfortably Numb,Nirvana,5122,4.18
217,2024-09-05 10:45:00,Like a Prayer,Led Zeppelin,1127,6.88
164,2025-03-09 21:33:00,Stairway to Heaven,Pink Floyd,1903,6.2
202,2025-07-20 12:07:00,With or Without You,Led Zeppelin,5187,5.61
789,2024-06-10 19:48:00,Billie Jean,Nirvana,5131,6.48
467,2025-07-01 09:07:00,Stairway to Heaven,AC/DC,8707,5.49
574,2025-01-02 23:58:00,Comfortably Numb,Madonna,5819,4.23
824,2025-12-14 15:13:00,Hey Jude,Michael Jackson,4181,5.67
108,2025-10-09 01:00:00,Comfortably Numb,Queen,9607,4.35
945,2024-07-19 04:55:00,Billie Jean,Michael Jackson,6840,2.54
713,2025-06-26 20:48:00,Stairway to Heaven,Led Zeppelin,7720,8.47
207,2024-02-03 02:07:00,Like a Prayer,Queen,6807,2.75
983,2025-12-04 10:40:00,Bohemian Rhapsody,AC/DC,7706,3.99
12,2025-08-11 02:05:00,Stairway to Heaven,Madonna,5416,8.31
357,2024-01-15 19:38:00,Like a Prayer,Nirvana,6705,9.2
331,2024-03-31 05:26:00,Hey Jude,Madonna,1795,5.62
388,2024-04-15 14:32:00,Billie Jean,Pink Floyd,2210,9.28
257,2025-05-01 22:36:00,Like a Prayer,Michael Jackson,8297,2.64
626,2025-01-24 03:56:00,Hotel California,U2,8309,8.06
531,2024-05-24 05:56:00,Stairway to Heaven,Madonna,5177,5.03
618,2024-09-26 08:43:00,With or Without You,Michael Jackson,4819,8.29
373,2025-12-26 12:59:00,Comfortably Numb,The Beatles,6254,3.33
57,2025-02-27 11:32:00,Like a Prayer,U2,1141,8.74
484,2025-09-03 13:15:00,Bohemian Rhapsody,Led Zeppelin,5380,8.71
104,2025-12-29 20:20:00,With or Without You,Pink Floyd,6851,5.32
179,2024-07-29 20:04:00,Back in Black,Nirvana,5051,3.29
649,2025-09-23 12:00:00,With or Without You,Led Zeppelin,7872,8.1
546,2024-03-31 21:35:00,Like a Prayer,AC/DC,8509,5.78
964,2025-12-12 21:36:00,Stairway to Heaven,Queen,4587,6.87
273,2024-09-06 19:40:00,Stairway to Heaven,Led Zeppelin,3067,4.83
116,2024-10-11 20:20:00,Comfortably Numb,Nirvana,5247,9.8
402,2024-09-15 17:40:00,Hey Jude,AC/DC,9165,5.82
731,2025-12-12 02:38:00,Back in Black,Eagles,1629,3.95
535,2025-04-30 17:02:00,Smells Like Teen Spirit,Queen,3179,4.11
480,2025-08-10 05:28:00,With or Without You,U2,1281,7.89
71,2024-04-07 18:03:00,Hotel California,Nirvana,1544,3.29
597,2024-10-01 09:22:00,Smells Like Teen Spirit,Michael Jackson,3681,2.52
719,2024-10-02 09:41:00,Comfortably Numb,The Beatles,3861,2.55
331,2025-06-25 18:23:00,Hotel California,Michael Jackson,2465,4.73
459,2024-06-22 00:56:00,Stairway to Heaven,Michael Jackson,3035,4.39
707,2025-01-01 14:53:00,With or Without You,The Beatles,8035,8.19
426,2024-08-17 15:21:00,Bohemian Rhapsody,Pink Floyd,1033,4.01
678,2024-02-08 11:30:00,Stairway to Heaven,U2,2790,4.45
333,2024-07-21 01:34:00,Stairway to Heaven,Pink Floyd,1309,5.32
993,2025-09-08 08:16:00,Stairway to Heaven,Led Zeppelin,4882,9.44
6,2024-02-14 14:47:00,Hey Jude,Madonna,3666,3.96
141,2025-06-21 13:31:00,Hotel California,Pink Floyd,9476,3.33
489,2025-10-11 17:36:00,Stairway to Heaven,Eagles,1254,9.7
541,2025-03-21 12:20:00,Bohemian Rhapsody,Eagles,2063,5.79
647,2025-09-19 02:15:00,Back in Black,The Beatles,2471,8.07
28,2024-04-06 03:37:00,With or Without You,Nirvana,1967,6.79
9,2024-05-06 15:47:00,Hotel California,AC/DC,9413,5.79
47,2025-12-31 01:58:00,Smells Like Teen Spirit,Led Zeppelin,3206,5.94
195,2024-11-26 06:01:00,Back in Black,U2,7440,9.14
885,2025-04-10 11:03:00,With or Without You,Eagles,3408,5.68
668,2024-03-22 06:28:00,Stairway to Heaven,Madonna,3480,3.49
646,2025-09-29 17:26:00,Bohemian Rhapsody,Pink Floyd,6471,9.29
114,2024-06-08 13:10:00,Back in Black,Michael Jackson,8189,4.39
211,2025-12-14 16:45:00,Smells Like Teen Spirit,Led Zeppelin,9131,5.76
512,2024-03-18 03:21:00,With or Without You,The Beatles,7168,5.21
269,2025-07-24 01:06:00,Like a Prayer,Michael Jackson,4517,2.74
403,2024-08-12 23:08:00,Stairway to Heaven,Madonna,8139,6.85
664,2024-09-14 04:22:00,Bohemian Rhapsody,Queen,9759,7.12
832,2025-03-28 08:14:00,Like a Prayer,U2,4213,8.91
296,2024-11-13 10:16:00,Billie Jean,Michael Jackson,5755,6.86
264,2025-04-24 18:21:00,Bohemian Rhapsody,Eagles,4445,8.01
585,2025-06-13 11:42:00,Hotel California,Nirvana,4894,8.95
73,2025-02-14 09:18:00,With or Without You,The Beatles,8561,9.5
113,2025-11-26 04:43:00,Stairway to Heaven,AC/DC,2064,2.69
31,2024-11-06 14:12:00,Smells Like Teen Spirit,Michael Jackson,1494,6.57
553,2024-04-16 05:51:00,Comfortably Numb,Pink Floyd,9516,6.9
5,2024-04-14 16:20:00,Smells Like Teen Spirit,The Beatles,5841,7.03
918,2024-01-14 15:01:00,Comfortably Numb,The Beatles,7015,8.66
401,2025-11-12 07:03:00,Back in Black,The Beatles,7506,4.65
961,2025-04-14 13:49:00,Comfortably Numb,The Beatles,6467,5.9
556,2025-07-01 14:52:00,Stairway to Heaven,Madonna,1551,8.87
520,2024-09-16 04:10:00,Hey Jude,Queen,3359,9.16
780,2025-07-29 16:57:00,Hotel California,Eagles,4637,5.49
598,2025-03-13 08:25:00,Back in Black,U2,3404,9.26
939,2025-05-10 05:26:00,With or Without You,Michael Jackson,2567,5.66
461,2025-02-08 17:41:00,Hotel California,Nirvana,5363,9.17
909,2025-01-18 16:13:00,Like a Prayer,U2,2388,8.83
610,2024-09-02 05:14:00,Smells Like Teen Spirit,Michael Jackson,5946,2.82
332,2025-12-31 17:02:00,Back in Black,Nirvana,4285,6.77
520,2024-05-03 02:29:00,Smells Like Teen Spirit,Madonna,7033,3.47
264,2025-02-12 01:42:00,Hotel California,Madonna,1499,7.73
380,2025-12-09 11:22:00,Bohemian Rhapsody,The Beatles,6725,8.06
11,2024-07-09 20:18:00,Hey Jude,Eagles,1576,4.16
143,2024-11-24 08:31:00,Hey Jude,Michael Jackson,1528,5.42
698,2025-11-06 20:22:00,Billie Jean,Nirvana,7546,5.91
175,2024-05-12 15:20:00,Billie Jean,Michael Jackson,8816,4.6
184,2024-03-26 20:32:00,Comfortably Numb,Madonna,8288,8.8
881,2024-07-22 08:55:00,Hey Jude,Led Zeppelin,2015,6.62
433,2024-09-06 14:33:00,With or Without You,Nirvana,3141,5.75
669,2024-04-26 16:58:00,Hey Jude,Led Zeppelin,7550,6.29
90,2025-06-22 04:44:00,Like a Prayer,Nirvana,5014,6.17
857,2025-03-19 03:34:00,Hey Jude,Madonna,4403,3.27
645,2024-01-01 15:25:00,Back in Black,U2,4064,5.11
61,2024-10-05 07:09:00,Hotel California,Michael Jackson,4368,5.82
281,2024-01-07 10:44:00,Like a Prayer,Nirvana,5964,9.52
523,2024-11-09 23:51:00,Hotel California,Eagles,7471,5.92
345,2024-03-21 20:22:00,Hotel California,Queen,2754,3.53
385,2025-10-06 05:03:00,Back in Black,AC/DC,7434,7.36
553,2025-09-09 10:35:00,With or Without You,Michael Jackson,2091,3.01
934,2024-03-20 09:55:00,Billie Jean,The Beatles,4492,6.82
332,2024-03-26 19:04:00,Billie Jean,Pink Floyd,1900,8.09
201,2024-05-04 07:50:00,Hey Jude,Led Zeppelin,7297,2.56
437,2025-10-05 07:02:00,Hotel California,U2,2459,9.13
550,2024-02-12 07:27:00,Billie Jean,AC/DC,4534,9.25
201,2025-06-15 02:59:00,Like a Prayer,Pink Floyd,3381,6.81
621,2024-03-14 19:36:00,Smells Like Teen Spirit,Nirvana,3675,8.11
957,2024-08-04 01:40:00,Back in Black,Eagles,6256,7.46
612,2025-07-14 08:13:00,Back in Black,Michael Jackson,8686,7.36
319,2025-04-09 07:48:00,Hotel California,Madonna,9719,9.23
189,2025-03-03 22:31:00,Comfortably Numb,Queen,7523,5.84
924,2024-05-01 20:34:00,Comfortably Numb,Pink Floyd,5409,7.13
48,2025-05-03 06:10:00,Like a Prayer,U2,1017,3.82
973,2024-05-15 19:11:00,With or Without You,The Beatles,2295,9.9
14,2025-12-29 10:33:00,Comfortably Numb,Madonna,6119,3.19
328,2024-03-28 21:38:00,Hey Jude,Queen,7813,2.95
773,2025-07-27 21:53:00,Like a Prayer,Madonna,9938,4.08
247,2024-01-01 10:33:00,Hotel California,The Beatles,4514,5.58
517,2024-02-16 21:18:00,Hey Jude,Pink Floyd,1831,9.26
685,2025-03-20 11:34:00,Like a Prayer,U2,2256,5.3
884,2024-05-06 21:17:00,Stairway to Heaven,U2,2568,3.37
550,2025-05-28 16:47:00,Billie Jean,Queen,1590,4.35
63,2025-03-14 06:38:00,Bohemian Rhapsody,AC/DC,2403,5.0
917,2024-03-09 05:58:00,Hotel California,Queen,2230,9.12
12,2024-03-17 00:29:00,Billie Jean,Led Zeppelin,6534,7.33
288,2024-05-26 00:06:00,Bohemian Rhapsody,Nirvana,1691,4.44
